CpG,Weight
cg26866325,-5.456103436536701
cg19706682,-4.993029493962248
cg14723032,-5.104453673929541
cg21835643,5.100729878790798
cg07484827,-11.578738601736411
cg19556572,7.51857543709066
cg12459502,0.3197132424325955
cg14501253,3.719336382008801
cg20914508,-7.382381180403249
cg26453588,-0.9728651958741807
cg27377450,2.478751977669781
cg21370143,11.462145677213426
cg22582569,-2.362959752998551
cg23234999,-0.0017291787782080254
cg08900043,-0.8072865987700648
cg24407308,-7.782613664926055
cg17029151,7.159136331096308
cg18573383,-0.970560019755501
cg24777762,14.062288966175515
cg20524216,0.15757396751141198
cg01570885,8.029646804854092
cg10377274,-15.428911777929931
cg16313343,-1.6520245858633176
cg02875404,-11.685484079346931
cg04087608,0.7851561062741712
cg20795863,4.045897720676369
cg05675373,-0.8390589142246548
cg22005565,4.512352568317899
cg00194146,4.314455292430946
cg03032497,0.21455021843251262
cg22796704,-2.9867670777002853
cg01820374,4.584134699556037
cg18001427,8.939463353725234
cg02085507,2.7948833615943807
cg13510262,-3.7489505044198035
cg13929328,-7.2309705329018845
cg04452713,-4.875003500611557
cg19686152,2.1070610495488276
cg00343092,-8.201268230453005
cg24332433,0.43982186607617346
cg00107187,-3.7301977827924806
cg00075967,-3.5880017616736195
cg05697249,-15.125575010190556
cg10669058,-1.4390576994395883
cg16034652,0.8424423245535558
cg05575921,-2.255374996771844
cg01623187,-2.975318296889199
cg00687674,-1.5746234627629263
cg19478743,-5.654528394110763
cg24580001,10.822741907558102
cg06690548,-0.7719149552820088
cg23091758,13.249321904346882
cg25898500,0.3820223956602642
cg05492270,3.271898029985486
cg24450312,0.4271590693004446
cg21184711,6.303480531377176
cg06994793,-1.4154975510150456
cg14597908,-13.663919462080358
cg01883966,4.583978997890068
cg10570177,8.718851984876556
cg25166896,-3.5069066264749744
cg03991512,-6.229168978051526
cg06952310,1.191276192107356
cg13218906,2.284504333513326
cg13302154,6.455642912361129
cg19853760,0.4911932761528665
cg19692710,3.122654643465289
cg21926612,5.423448606553822
cg02867102,3.4783452952293765
cg22090592,-1.5029831254815378
cg06926735,3.6816050388283146
cg14654875,2.551933729232639
cg02503970,-4.65625394087886
cg23641267,-12.243131990755808
cg02071305,-9.405050694478296
cg21874213,-15.252975579380198
cg08695830,2.4465143660780204
cg22473095,-0.9692516456566295
cg26022315,1.6933286718583953
cg00702638,-13.913489202333984
cg19345165,-1.076979657339011
cg16340918,3.3814565569327795
cg05087948,-2.7181334730990825
cg18638931,-5.833436601521581
cg20433952,-2.3557132100577545
cg20234170,0.836540171918307
cg07583137,0.5583272953915165
cg13931228,-6.354440812183898
cg20426994,7.362531470557134
cg07730301,-3.7826979671299834
cg17285325,0.7331164896075719
cg19987111,-0.7112023639430934
cg24556026,5.546201727846484
cg19761273,-8.65518855469242
cg16899036,-10.278158573116722
cg16579101,-6.536628557274445
cg26842024,-9.974537477563944
cg27183007,0.42748574901107944
cg18384097,0.5229331290539678
cg06958034,3.4821752395630234
cg00113951,-2.9339969992578125
cg25101936,-2.9277501813359375
cg06231995,21.621305663031773
cg07265300,-4.336601714885609
cg04875128,-0.4285431968594601
cg14159818,-7.369807170835056
cg24834740,-3.7678595106877983
cg18241647,0.7837592568911981
cg12499211,2.123275295781358
cg23606718,6.250856290615241
cg01873645,-3.932805232982101
cg02335441,-0.9885547239113517
cg08965235,-3.5421110189515064
cg18877514,-6.537122235075031
cg19824441,0.9589706297427947
cg24081819,-5.190010789585993
cg27494383,-6.5138602812977
cg04169469,2.8103494890263843
cg07654934,10.466843291024032
cg13547237,3.808933476605897
cg09096950,-7.439799428809314
cg26104204,4.182454957648909
cg04586023,-0.950372679164623
cg09196959,11.941616181516114
cg10158181,-5.029415423347701
cg18055007,2.0150510406192037
cg18180783,6.810020990392975
cg24088438,-1.0636406486772758
cg06638451,3.728529540519954
cg00350702,-0.429497426182056
cg17655614,13.732804405036108
cg26845300,-2.54356192227358
cg00943950,13.92979015223257
cg01918706,0.2087534819455808
cg11507178,-3.748486827192893
cg25536676,-1.0986620924861508
cg03340261,8.027607389546159
cg25769980,-7.850637971788897
cg18587364,7.12228459788505
cg07924575,-10.271610887926895
cg08374799,-1.9192456427033469
cg07915343,3.106115922759704
cg22991148,-4.754608625258891
cg02827112,8.289317952318134
cg10900550,12.768637381797467
cg13001142,5.845946401242706
cg13409216,-1.8184382976996138
cg07482936,-12.910678506677868
cg09418283,-7.079698865348747
cg16984944,9.015918737632045
cg25229964,-6.612705683212348
cg05995267,-0.48203256914392156
cg09885951,-8.098995372455741
cg25459323,-0.3048541083935601
cg02309431,3.7345386925072392
cg04745805,-8.210863840332486
cg18468844,-4.58352756714318
cg23239039,1.8206047944276165
cg06458239,13.83276855958814
cg03103192,-9.255417990265435
cg15569512,-0.6195051027991131
cg12946225,11.648346693676011
cg20828084,-9.68625658139559
cg27367952,-2.7302670860150684
cg22395019,10.49646262552425
cg07842062,-8.83554419555739
cg16933388,1.6665135405190228
cg11025793,-2.3485343065727875
cg08832227,9.418398393419137
cg21120249,-2.375992514200642
cg24895052,10.053785450530816
cg19104072,1.242982663146134
cg01027805,-3.6273673689931183
cg01027739,-5.922469695075259
cg02197293,0.4884494125114367
cg17338403,2.7284129915919335
cg26624914,-0.8625850967858235
cg08607082,14.825009935303843
cg01021485,1.790412851751578
cg16354207,-3.0420693534335594
cg11237115,0.3710464831352801
cg04999691,2.4640557064107034
cg15966757,3.4577809555284245
cg17009433,-1.9062755826321136
cg13319175,1.1669159318001414
cg27626102,0.3195310183696919
cg01528542,-1.242564403165133
cg23995914,4.2231656443037995
cg02976574,1.589177742279573
cg26394940,-0.40397331875437326
cg09254939,9.87190005418911
cg06836849,-7.102762158220809
cg13120519,-0.8071570146765858
cg11388238,-3.233903082306489
cg21378206,-0.02471960047656198
cg00597076,11.88042070760543
cg13836627,-5.0106649383270865
cg08587542,13.493677535789177
cg05732130,-3.4308786573468963
cg21296230,-13.340467591285453
cg21801378,5.459632589750708
cg05250458,-1.5084740160098133
cg08418332,-7.295086989230343
cg17940013,-17.53577973018397
cg13307384,12.054093893723985
cg13700897,9.244517337057786
cg00335286,-1.3349246227533014
cg12402251,17.099899923610934
cg16743289,-2.1622241847595562
cg08733774,-3.836311484670126
cg19283806,1.1096451929079134
cg03703325,3.404681748714118
cg00582628,0.6762236295995994
cg06121469,5.613412867525107
cg08090772,-13.391908856301734
cg06493994,6.058923453063131
cg09322949,8.004811981921911
cg08872493,-4.049934095158081
cg17686885,-10.635887602509664
cg04898797,0.4875979581966445
cg19685066,2.1925810869677984
cg08510456,-4.707691071989208
cg24125648,-3.207158894043418
cg25781123,-4.271971684219337
cg07543883,1.4915347107365318
cg08694544,-19.49202554913556
cg16332577,-0.426725487351248
cg07423149,-6.321097025579501
cg08540945,16.84919901282679
cg07663789,-4.247869023252642
cg25256723,-0.1799908383711118
cg12188560,-1.5230729503782177
cg03682823,-1.7930148132019397
cg13296371,7.935076440238664
cg14754581,-1.401519285212248
cg26614073,-1.69657518665053
cg23761196,9.837331172937864
cg05226008,-5.57581123526778
cg25411725,-8.509185926739955
cg19717326,8.303365235398415
cg05440289,4.915277274298489
cg06189653,-0.48742485572103456
cg06361108,8.810276279661368
cg03977782,3.7873610812596117
cg13975369,10.066217132332063
cg12261786,-3.009492201533579
cg18732541,-4.9163184549050785
cg16319578,-2.2892718971989106
cg07713493,4.8941766741952675
cg02735486,-2.730077941759588
cg08390209,-1.7936755929781787
cg23180365,0.32960414970114427
cg14476101,5.281598544765516
cg13656360,1.1668657593359453
cg17753124,2.0224158560790224
cg19514928,6.018130779328459
cg04940570,4.476242560263247
cg26201213,-3.7126054254372143
cg13460409,-9.907755290875972
cg05228408,-7.114570312069621
cg09304040,-3.6077395560926564
cg14269514,-6.741382383534272
cg16728114,7.600085361003373
cg26219051,-7.107844437687282
cg17903544,1.0278458241239588
cg10795646,-0.46996876148860517
cg11932564,0.6141420024540838
cg13129046,-5.486524744786132
cg09404633,6.788990453631182
cg15171237,-0.00792032966931053
cg23662675,-2.3016920513312553
cg15381769,-2.4773051859550645
cg16612562,6.390728921026386
cg00410898,-0.2846086935228367
cg23205183,-10.886151486617136
cg07826255,6.130469915168981
cg20654468,-3.4706356610085396
cg23092072,3.3444829971681016
cg12373771,4.240094273526352
cg15427448,-9.165790020806334
cg26003813,1.0750824142250353
cg17536848,4.293797508125844
cg23568913,-2.6163557840077334
cg25657834,-8.307718031220787
cg10667970,-9.321293558446907
cg15498283,-4.033792977629186
cg21950518,-0.17413298323967755
cg14962509,1.3218278119284377
cg06171242,8.683525346669581
cg10523019,23.70710702407973
cg22637507,-13.793032554535985
cg02387679,-1.7985692264281983
cg14009688,8.235204883236355
cg18956095,-0.683931221484722
cg19008809,-1.1562344312501445
cg03891319,-0.7293000854256748
cg06810647,0.024913149606744824
cg19371795,-0.444128842697885
cg09413557,-0.9483638392373182
cg24208206,-11.542871500964406
cg00079056,4.098845405385313
cg08487374,1.2377270804666294
cg01234063,-3.747603761426991
cg19635712,12.622712341010477
cg01560871,-0.05742698655913153
cg16150435,16.58349414925307
cg14747225,0.4500927706181529
cg01651821,-1.037536412568134
cg01137065,0.09479768319158
cg16488098,11.285085597056401
cg05501584,-1.3714585296767179
cg20073553,-0.2799452434364692
cg15013019,7.651210934990091
cg17896249,-1.7791391168667516
cg07770222,-4.849717879471683
cg17853587,-3.0934766145959407
cg25457331,10.123250454599555
cg15811427,0.43744542467949954
cg08124722,-5.879806013776379
cg14423778,-2.9374052993772253
cg17770886,0.721802850475737
cg08415592,1.3010214102147428
cg05575505,1.6661930992200449
cg25505610,3.0077360365861603
cg06685111,5.1324306258757195
cg05847778,1.7628275115653753
cg15551881,-4.82259849949003
cg01252496,-8.089436920628366
cg01262913,-11.14582219637904
cg10266490,-1.4151163299190088
cg15903282,-1.032222256453573
cg20492933,0.6314843715122609
cg23173910,0.9031287160923066
cg00864867,-6.614705599607719
cg05125838,4.016507233217586
cg15963417,13.122800478095405
cg00398048,4.9312197298634555
cg13631913,-12.547255095190861
cg13899108,-0.4284107504701277
cg23854009,11.620379975754156
cg23260026,7.386151114717269
cg08434234,3.01008967714052
cg10045881,0.6274133545944209
cg10202457,-5.935776539876512
cg24674703,-7.4982988794454135
cg05422352,-0.7074463039192584
cg21629895,1.5090143544496228
cg12991365,8.16246337567727
cg27015931,14.75671983872325
cg14992253,-9.087928624951383
cg03391568,-5.854002513810226
cg13613532,0.7499427760626624
cg00503840,-7.271544239089727
cg09809672,-2.330975784445953
cg24899750,-1.9045369846452171
cg10940099,-2.402570952818623
cg25564800,-10.916778800047318
cg11299854,5.782553912379082
cg19615059,-3.3609852944230525
cg18440048,1.4027248232523581
cg23832061,-2.3759424054349543
cg04268405,12.165957167408878
cg22580353,-5.597501068910262
cg14918082,7.70685633302412
cg04755031,-4.95856319155229
cg05960024,9.185441899955544
cg11903057,-4.489692674628615
cg22594309,-0.013890808014367765
cg04718414,-1.5031328341036612
cg23376526,-9.652427075437588
cg26967875,2.3660101811640804
cg23152772,-10.35586447064122
cg25881193,-5.434618527771031
cg26815229,11.500772499269049
cg05613002,-0.7149863276893892
cg08668790,-2.838149673354841
cg09019938,5.263919021968264
cg04576021,7.227068635031616
cg14658362,2.5440313667846177
cg19663795,-13.81235750804606
cg24126851,7.489317516196381
cg01584473,4.175524916260397
cg04983977,4.541020421411932
cg14408969,0.33008184112883293
cg03019000,-5.672510648473665
cg01519742,5.646821889331273
cg05089968,-7.020143686207665
cg07494518,6.589936359490622
cg24505122,-0.23182632807584308
cg07073964,-0.36792986941973493
cg06836772,-3.209561881085344
cg15447479,-1.426740906216015
cg14444710,1.331078994262385
cg14424579,0.7974640870483722
cg05898102,6.334553414483113
cg16419345,0.9579074918676055
cg05365729,8.561844740139412
cg03764506,4.044120427948742
cg05921699,-0.13876512188357784
cg02261346,-6.667702246838655
cg04121983,4.879243380751506
cg21137706,-0.5122292824535948
cg00431549,-0.14043843519636257
cg03387497,-6.924803954598287
cg08413469,-11.852889669856005
cg19731122,1.1548884752376587
cg22171829,-2.266790303066183
cg27637521,2.3385112266796324
cg19658284,0.8377712332761459
cg11251877,-2.0159394072028496
cg15547534,11.271696384411696
cg03258472,-9.60389937519167
cg24505341,6.032242358085589
cg11631518,-4.690784047400168
cg18139769,-6.725024922098348
cg14060828,5.423683103962133
cg05046097,3.119739286300275
cg12413566,15.72263992015048
cg17526300,-1.9023523532800923
cg19573166,-5.8176948176353225
cg03534410,-0.2925385475233734
cg19566405,-0.7171382516031588
cg01335367,-11.345622583223543
cg12177001,5.90359751527012
cg16620032,2.256684167554419
cg14473016,6.203431695394004
cg23818978,0.647130644343667
cg19297232,7.4986010216229255
cg27009703,-3.303292740614381
cg27493997,2.879482102997826
cg21120063,-5.216647189796251
cg12616277,-27.794975914991234
cg17099569,3.2767905314386208
cg25955180,5.157351834071713
cg22512531,0.9205043274660927
cg24058132,-11.82445598080807
cg22432269,-1.3433184312695086
cg10654016,-1.0742386603567975
cg17641104,-2.7813034505900083
cg03555227,1.2723855738295098
cg04014889,7.857879354235657
cg12757011,5.9456821255667345
cg11835197,13.167366808053114
cg06980053,-4.0990599339966
cg06577658,2.6883630646846557
cg16085042,-1.1709691723764013
cg01747665,10.507324957534015
cg07284273,-1.3653144612396375
cg03760483,-9.316830513175043
cg08370996,-10.042012005071625
cg12105450,2.4599329382723547
cg17861230,-0.01807052821568355
cg11233384,10.232630841339986
cg00481951,0.5940574948262587
cg03578041,-2.177557205411805
cg04616566,-0.5156602356549829
cg24493940,-4.900159716077064
cg17431739,3.5277713608905
cg03172991,5.493848558529919
cg14409958,-0.4333936266055143
cg04424621,-7.497204264213125
cg21907579,-8.852906413583865
cg21992250,-10.296221642288096
cg02228185,0.06783949351782764
cg07082267,-3.364457248886232
cg04084157,-1.3372305421511228
cg08899632,-0.21113278583208478
cg15344028,6.929122509221117
cg05270634,-0.828949550081515
cg04818845,-3.9022679971105596
cg21039631,5.601925575174524
cg13749822,5.483912222488196
cg20066677,9.267890459567631
cg07285276,-0.8567586834129177
cg26162695,3.638454300621203
cg20870362,8.410010174766063
cg03929796,4.945080251040332
cg04126866,3.1257495245466687
cg12269343,10.701817819654408
cg22396353,-2.2602985820130264
cg02229946,0.267317579799656
cg08331960,-6.893506247750306
cg25809905,6.978014690550436
cg02016419,7.342493573837648
cg09441152,-0.7762739901348719
cg22679120,5.552735137896034
cg00497251,-7.862653761840213
cg20550118,4.684083492950002
cg23500537,21.747001736555507
cg18031008,-3.480013228657439
cg21762589,0.8300458075446425
cg27544190,0.7959879365683367
cg01221637,-0.4655342596452035
cg10878896,-2.5703883793781
cg08896629,-7.0072945404806735
cg13029847,-0.7473734024854419
cg24254120,-4.569804201768819
cg00845900,1.7508615595113135
cg01450842,1.2759197440400378
cg05190718,4.585393901880897
cg19044674,-7.1761957806020265
cg10225525,-15.978125331613107
cg03286783,-0.9825774165093782
cg26109803,-0.5281325808492967
cg26382071,-1.557200861974828
cg06154570,-6.928147782514999
cg20797699,12.626476687919759
cg02650266,8.18970136378582
cg20674577,-1.054936421837849
cg22495124,2.7549647613563417
cg03947362,-0.4184921494516264
cg19481686,16.575853532365247
cg05441133,4.056117755905395
cg12145907,5.247102346545582
cg03607117,0.7527397731106281
cg13509147,-1.3434878372294934
cg14550518,-3.8044639098422777
cg15341340,-3.1644444748485157
cg05532892,-7.995611485464999
cg19514469,-1.5222180859981491
cg01407797,14.42796419302164
cg06521852,8.472562207246655
cg16718891,-18.3826350397421
cg06688848,-4.564805258884007
cg15201877,13.449157836885984
cg19935065,9.4155286003944
cg23127998,2.4404567837700024
cg16543027,-2.3789545970504773
cg19356189,-5.206466348692493
cg11177450,-1.3919455839503323
cg26045434,-4.1432712263909455
cg23668631,1.372011183469905
cg19722847,2.910139198835933
cg04474832,-5.096685283729843
cg20570279,1.157630594364737
cg14556683,6.42128066736906
cg21184495,-2.5094675467005656
cg19398783,-0.27160371776109415
cg12600197,-0.36263518147202484
cg14972143,7.991942948954096
cg27187881,-3.5602507829766448
cg16419235,14.850331313915401
cg13861644,0.7592307319310145
cg21870884,14.519247015470002
cg26540515,4.873438246258977
cg18967846,-5.803361332507358
cg19560210,5.838612759691176
cg13571802,-6.123601192458169
cg17960516,-4.615630127017653
cg19439331,-3.1570110298329936
cg06806711,0.11360959376898414
cg19632206,2.5646812363253004
cg22736354,8.449519280743697
cg01930621,4.403503266822797
cg27413543,-1.7157116638318988
cg20305610,2.975562600287411
cg14281160,-6.3067901534710815
cg15489301,3.6701643629425416
cg08097417,14.611839499125946
cg26005082,-8.078497982237137
cg09548179,-0.7305149070894532
cg02489552,10.552486701605005
cg11314684,-0.10546714529554993
cg02580606,-2.8333877479089242
cg26212924,4.6045103981007385
cg14163776,0.6542737813056732
cg14802951,-0.22200511047996221
cg13797282,-1.3109117872180667
cg13351161,-17.644951135029615
cg26297688,-10.158119940647106
cg07291563,2.7507235372976866
cg21200703,-3.455568276776313
cg07236943,-7.182090314532532
cg16372520,-1.6780760808148638
cg18984151,-7.940806767300121
cg02909790,18.372699947788057
cg16899442,-16.227037305543753
cg22971191,-2.2452665472068203
cg06874016,-11.143086074419106
cg25159610,11.194582308961694
cg15804973,-3.2411171583783576
cg16478145,10.76315255142597
cg01656216,-1.8706937053463486
cg21305265,11.580453437435445
cg00338702,-5.230762436746486
cg13828047,4.574544968304188
cg13550877,5.495478827519903
